Year,Month,Site,Water_Temperature,pH,Ammonia,Nitrate,Phosphate,DO,Month_num,Time_index
2021,May,NANGKAAN,29.0,8.17,0.0,0.1,2.47,6.23,5,2021.3333333333333
2021,May,MANALAW,30.0,8.0,0.0,0.1,2.47,6.63,5,2021.3333333333333
2021,May,BAÑAGA,30.0,8.0,0.02,0.1,2.47,4.79,5,2021.3333333333333
2021,May,BUSO-BUSO,30.1,8.0,0.02,0.1,2.47,6.43,5,2021.3333333333333
2021,May,LEVISTE,30.8,8.0,0.02,0.1,2.47,6.36,5,2021.3333333333333
2021,May,SAMPALOC,30.0,8.0,0.0,0.1,2.47,6.63,5,2021.3333333333333
2021,May,QUILING,29.2,8.0,0.0,0.1,2.47,6.37,5,2021.3333333333333
2021,June,TANAUAN,30.8,8.17,0.04,5.67,2.47,6.91,6,2021.4166666666667
2021,June,NANGKAAN,31.0,8.17,0.04,0.1,2.47,6.88,6,2021.4166666666667
2021,June,MANALAW,30.6,8.33,0.09,0.1,2.47,5.41,6,2021.4166666666667
2021,June,BAÑAGA,31.0,8.0,0.49,0.1,2.47,3.79,6,2021.4166666666667
2021,June,BUSO-BUSO,31.0,8.0,0.29,0.1,2.47,5.89,6,2021.4166666666667
2021,June,LEVISTE,31.8,8.0,0.1,0.1,2.47,6.13,6,2021.4166666666667
2021,June,SAN ISIDRO,31.2,8.0,0.15,0.1,2.47,6.08,6,2021.4166666666667
2021,June,SAMPALOC,31.8,8.0,0.14,0.1,2.47,6.5,6,2021.4166666666667
2021,June,QUILING,31.2,8.0,0.23,0.1,2.47,6.37,6,2021.4166666666667
2021,July,LEVISTE,30.8,8.33,0.14,0.18,2.47,4.82,7,2021.5
2021,July,SAMPALOC,30.9,8.0,0.15,0.19,2.47,4.7,7,2021.5
2021,July,QUILING,30.2,8.17,0.12,0.19,2.47,4.48,7,2021.5
2021,July,TANAUAN,30.2,8.25,0.01,0.18,2.47,4.89,7,2021.5
2021,July,NANGKAAN,29.5,7.58,0.11,0.24,2.47,5.57,7,2021.5
2021,August,TANAUAN,29.8,8.58,0.3,0.1,2.47,6.46,8,2021.5833333333333
2021,August,NANGKAAN,29.6,8.25,0.34,0.11,2.47,6.26,8,2021.5833333333333
2021,August,MANALAW,29.1,8.33,0.23,0.01,2.47,6.43,8,2021.5833333333333
2021,August,BAÑAGA,29.7,8.17,0.36,0.1,2.47,5.38,8,2021.5833333333333
2021,August,BUSO-BUSO,29.3,8.25,0.37,0.04,2.47,5.2,8,2021.5833333333333
2021,August,LEVISTE,29.1,8.25,0.29,0.04,2.47,5.11,8,2021.5833333333333
2021,August,SAN ISIDRO,29.8,8.17,0.32,0.02,2.47,5.97,8,2021.5833333333333
2021,August,SAMPALOC,29.5,8.42,0.32,0.03,2.47,4.88,8,2021.5833333333333
2021,August,QUILING,30.0,8.25,0.32,0.04,2.47,5.72,8,2021.5833333333333
2021,September,TANAUAN,29.0,8.08,0.9199999999999999,0.02,2.47,5.77,9,2021.6666666666667
2021,September,LEVISTE,29.6,8.08,0.3,0.09,2.47,4.72,9,2021.6666666666667
2021,September,SAN ISIDRO,29.8,8.17,0.34,0.07,2.47,5.82,9,2021.6666666666667
2021,September,SAMPALOC,29.6,8.17,0.35,0.14,2.47,4.4,9,2021.6666666666667
2021,September,QUILING,29.2,7.92,0.55,0.17,2.47,5.73,9,2021.6666666666667
2021,September,NANGKAAN,29.4,8.5,0.13,0.02,2.47,6.47,9,2021.6666666666667
2021,September,MANALAW,30.0,8.24,0.21,0.03,2.47,4.63,9,2021.6666666666667
2021,September,BAÑAGA,29.8,8.36,0.69,0.04,2.47,4.01,9,2021.6666666666667
2021,September,BUSO-BUSO,30.0,8.35,0.32,0.04,2.47,3.29,9,2021.6666666666667
2021,October,MANALAW,29.0,8.47,0.25,0.02,2.47,7.0,10,2021.75
2021,October,BAÑAGA,30.0,8.37,0.25,0.26,2.47,3.19,10,2021.75
2021,October,BUSO-BUSO,29.8,8.2,0.25,0.16,2.47,3.23,10,2021.75
2021,October,LEVISTE,29.0,8.45,0.25,0.11,2.47,5.61,10,2021.75
2021,October,SAMPALOC,29.0,8.18,0.25,0.19,2.47,6.05,10,2021.75
2021,October,QUILING,29.5,8.26,0.25,0.23,2.47,3.17,10,2021.75
2021,October,TANAUAN,29.0,7.84,0.25,0.28,2.47,3.15,10,2021.75
2021,October,NANGKAAN,30.0,7.53,0.25,0.15,2.47,5.56,10,2021.75
2021,November,MANALAW,28.3,8.22,0.09,0.14,2.47,6.43,11,2021.8333333333333
2021,November,BAÑAGA,29.1,8.16,0.14,0.15,2.47,5.0,11,2021.8333333333333
2021,November,BUSO-BUSO,29.3,7.64,0.35,0.14,2.47,3.34,11,2021.8333333333333
2021,November,LEVISTE,28.9,7.9,0.07,0.18,2.47,4.82,11,2021.8333333333333
2021,November,SAMPALOC,28.5,7.73,0.19,0.16,2.47,4.95,11,2021.8333333333333
2021,November,QUILING,28.2,8.26,0.18,0.1,2.47,5.22,11,2021.8333333333333
2021,November,TANAUAN,28.8,7.84,0.1,0.1,2.47,5.54,11,2021.8333333333333
2021,November,NANGKAAN,28.6,7.53,0.1,0.1,2.47,6.42,11,2021.8333333333333
2021,December,BAÑAGA,27.0,7.76,0.26,0.1,2.47,4.6,12,2021.9166666666667
2021,December,SAMPALOC,27.3,8.15,0.15,0.1,2.47,4.96,12,2021.9166666666667
2021,December,QUILING,37.0,7.84,0.13,0.1,2.47,4.6,12,2021.9166666666667
2021,December,TANAUAN,29.2,8.56,0.07,0.1,2.47,4.28,12,2021.9166666666667
2022,January,MANALAW,26.8,8.13,0.24,0.15,2.47,5.74,1,2022.0
2022,January,BAÑAGA,26.8,7.94,0.14,0.2,2.47,3.0,1,2022.0
2022,January,BUSO-BUSO,27.0,7.93,0.14,0.27,2.47,3.69,1,2022.0
2022,January,LEVISTE,27.0,7.94,0.11,0.26,2.47,4.37,1,2022.0
2022,January,SAMPALOC,27.0,7.79,0.33,0.24,2.47,3.36,1,2022.0
2022,January,NANGKAAN,26.4,7.94,0.08,0.24,2.47,3.46,1,2022.0
2022,January,TANAUAN,26.7,7.81,0.15,0.3,2.47,3.45,1,2022.0
2022,January,QUILING,26.8,7.88,0.08,0.25,2.47,3.41,1,2022.0
2022,February,LEVISTE,27.7,8.05,0.14,0.33,2.47,4.54,2,2022.0833333333333
2022,February,SAN ISIDRO,27.5,8.11,0.13,0.36,2.47,6.06,2,2022.0833333333333
2022,February,SAMPALOC,27.2,8.05,0.13,0.31,2.47,5.42,2,2022.0833333333333
2022,February,QUILING,27.0,8.13,0.13,0.25,2.47,6.27,2,2022.0833333333333
2022,February,TANAUAN,26.6,8.12,0.17,0.35,2.47,5.35,2,2022.0833333333333
2022,February,NANGKAAN,26.7,8.3,0.16,0.22,2.47,5.3,2,2022.0833333333333
2022,February,MANALAW,27.4,8.22,0.18,0.09,2.47,5.29,2,2022.0833333333333
2022,February,BAÑAGA,27.8,8.13,0.28,0.11,2.47,4.63,2,2022.0833333333333
2022,February,BUSO-BUSO,27.6,8.28,0.18,0.19,2.47,4.67,2,2022.0833333333333
2022,March,NANGKAAN,27.8,8.44,0.15,0.12,2.47,6.86,3,2022.1666666666667
2022,March,MANALAW,28.7,8.14,0.19,0.16,2.47,6.65,3,2022.1666666666667
2022,March,BAÑAGA,28.8,8.07,0.27,0.1,2.47,4.27,3,2022.1666666666667
2022,March,BUSO-BUSO,28.2,8.02,0.27,0.11,2.47,5.65,3,2022.1666666666667
2022,March,SAN ISIDRO,28.9,7.75,0.34,0.14,2.47,6.28,3,2022.1666666666667
2022,March,LEVISTE,28.8,8.04,0.18,0.26,2.47,5.51,3,2022.1666666666667
2022,March,SAMPALOC,29.0,8.15,0.17,0.21,2.47,5.29,3,2022.1666666666667
2022,March,QUILING,28.6,8.32,0.27,0.2,2.47,6.2,3,2022.1666666666667
2022,March,TANAUAN,28.5,8.32,0.17,0.21,2.47,6.33,3,2022.1666666666667
2022,April,LEVISTE,29.7,7.77,0.25,0.1,2.47,6.27,4,2022.25
2022,April,SAN ISIDRO,29.2,7.9,0.25,0.1,2.47,6.59,4,2022.25
2022,April,SAMPALOC,29.2,7.73,0.25,0.1,2.47,6.41,4,2022.25
2022,April,QUILING,28.8,7.86,0.25,0.1,2.47,6.18,4,2022.25
2022,April,TANAUAN,29.4,7.47,0.25,0.1,2.47,6.27,4,2022.25
2022,April,NANGKAAN,28.3,7.98,0.25,0.1,2.47,6.34,4,2022.25
2022,April,MANALAW,29.3,7.95,0.25,0.1,2.47,6.18,4,2022.25
2022,April,BAÑAGA,29.7,7.85,0.25,0.1,2.47,5.73,4,2022.25
2022,April,BUSO-BUSO,29.6,7.68,0.25,0.1,2.47,5.36,4,2022.25
2022,May,TANAUAN,30.5,7.78,0.25,0.1,2.47,6.36,5,2022.3333333333333
2022,May,NANGKAAN,30.4,8.06,0.25,0.1,2.47,6.32,5,2022.3333333333333
2022,May,MANALAW,30.6,8.4,0.25,0.1,2.47,6.22,5,2022.3333333333333
2022,May,BAÑAGA,31.0,8.13,0.25,0.1,2.47,5.26,5,2022.3333333333333
2022,May,BUSO-BUSO,30.8,7.93,0.25,0.1,2.47,4.81,5,2022.3333333333333
2022,May,LEVISTE,31.2,8.02,0.25,0.1,2.47,5.11,5,2022.3333333333333
2022,June,TANAUAN,31.8,8.18,0.59,0.3,2.47,5.98,6,2022.4166666666667
2022,June,NANGKAAN,31.8,8.16,0.28,0.18,2.47,6.23,6,2022.4166666666667
2022,June,MANALAW,31.6,8.17,0.41,0.1,2.47,5.29,6,2022.4166666666667
2022,June,BAÑAGA,32.0,8.11,0.43,0.12,2.47,2.6,6,2022.4166666666667
2022,June,BUSO-BUSO,32.0,8.02,0.34,0.13,2.47,3.43,6,2022.4166666666667
2022,June,LEVISTE,32.2,7.99,0.45,0.16,2.47,6.25,6,2022.4166666666667
2022,June,SAN ISIDRO,32.1,8.07,0.27,0.14,2.47,6.37,6,2022.4166666666667
2022,June,SAMPALOC,32.4,8.28,0.26,0.18,2.47,5.85,6,2022.4166666666667
2022,June,QUILING,33.0,8.31,0.29,0.11,2.47,5.58,6,2022.4166666666667
2022,July,TANAUAN,30.3,8.14,0.42,0.12,2.47,5.15,7,2022.5
2022,July,NANGKAAN,30.8,8.37,0.19,0.15,2.47,6.28,7,2022.5
2022,July,MANALAW,31.1,8.42,0.36,0.08,2.47,5.75,7,2022.5
2022,July,BAÑAGA,30.8,8.2,0.9199999999999999,0.06,2.47,2.53,7,2022.5
2022,July,BUSO-BUSO,31.0,8.51,0.41,0.15,2.47,1.9,7,2022.5
2022,July,LEVISTE,31.3,8.24,0.31,0.15,2.47,2.02,7,2022.5
2022,July,SAN ISIDRO,31.0,8.6,0.28,0.06,2.47,4.49,7,2022.5
2022,July,SAMPALOC,31.9,8.34,0.18,0.06,2.47,1.19,7,2022.5
2022,July,QUILING,31.0,8.38,0.61,0.06,2.47,5.42,7,2022.5
2022,August,TANAUAN,30.2,8.81,0.19,0.1,2.47,6.75,8,2022.5833333333333
2022,August,NANGKAAN,30.6,8.83,0.18,0.1,2.47,6.75,8,2022.5833333333333
2022,August,MANALAW,30.2,8.95,0.64,0.1,2.47,5.1,8,2022.5833333333333
2022,August,BAÑAGA,30.8,8.67,0.26,0.1,2.47,1.76,8,2022.5833333333333
2022,August,BUSO-BUSO,30.8,8.64,0.39,0.1,2.47,4.08,8,2022.5833333333333
2022,August,LEVISTE,30.9,8.67,0.3,0.1,2.47,1.75,8,2022.5833333333333
2022,August,SAN ISIDRO,31.2,8.72,0.23,0.1,2.47,6.05,8,2022.5833333333333
2022,August,SAMPALOC,30.9,8.54,0.25,0.1,2.47,1.74,8,2022.5833333333333
2022,August,QUILING,31.3,8.86,0.21,0.1,2.47,6.7,8,2022.5833333333333
2022,September,TANAUAN,30.6,8.17,0.47,0.1,2.47,7.61,9,2022.6666666666667
2022,September,NANGKAAN,30.2,8.17,0.44,0.1,2.47,7.42,9,2022.6666666666667
2022,September,MANALAW,30.0,8.15,0.53,0.1,2.47,3.89,9,2022.6666666666667
2022,September,BAÑAGA,30.5,8.06,0.56,0.1,2.47,3.76,9,2022.6666666666667
2022,September,BUSO-BUSO,30.4,8.01,0.64,0.1,2.47,3.9,9,2022.6666666666667
2022,September,LEVISTE,30.6,8.03,0.56,0.1,2.47,2.62,9,2022.6666666666667
2022,September,SAMPALOC,30.8,8.16,0.52,0.1,2.47,5.32,9,2022.6666666666667
2022,September,QUILING,31.4,8.23,0.49,0.1,2.47,7.1,9,2022.6666666666667
2022,October,TANAUAN,30.2,8.29,0.48,0.1,2.47,7.3,10,2022.75
2022,October,NANGKAAN,30.0,8.27,0.44,0.1,2.47,6.32,10,2022.75
2022,October,MANALAW,30.2,8.27,0.56,0.1,2.47,6.92,10,2022.75
2022,October,BAÑAGA,30.2,8.08,0.65,0.1,2.47,2.26,10,2022.75
2022,October,BUSO-BUSO,30.2,8.15,0.66,0.1,2.47,4.85,10,2022.75
2022,October,LEVISTE,30.3,8.07,0.62,0.1,2.47,5.19,10,2022.75
2022,October,SAN ISIDRO,30.5,8.2,0.6,0.1,2.47,4.24,10,2022.75
2022,October,SAMPALOC,30.6,8.19,0.66,0.1,2.47,5.46,10,2022.75
2022,October,QUILING,30.5,8.33,0.51,0.1,2.47,5.55,10,2022.75
2022,November,TANAUAN,28.2,8.15,0.53,0.1,2.47,5.48,11,2022.8333333333333
2022,November,NANGKAAN,28.4,8.2,0.54,0.1,2.47,5.47,11,2022.8333333333333
2022,November,LEVISTE,28.9,8.1,0.58,0.1,2.47,5.17,11,2022.8333333333333
2022,November,SAMPALOC,28.6,7.88,0.62,0.1,2.47,4.9,11,2022.8333333333333
2022,November,QUILING,28.2,7.88,0.51,0.1,2.47,3.07,11,2022.8333333333333
2022,November,MANALAW,28.8,8.23,0.55,0.1,2.47,5.25,11,2022.8333333333333
2022,November,BAÑAGA,28.8,7.94,0.66,0.1,2.47,3.28,11,2022.8333333333333
2022,November,BUSO-BUSO,29.0,7.93,0.69,0.1,2.47,4.7,11,2022.8333333333333
2022,December,TANAUAN,28.2,7.93,0.6,0.1,2.47,6.2,12,2022.9166666666667
2022,December,NANGKAAN,28.2,8.09,0.6,0.1,2.47,5.98,12,2022.9166666666667
2022,December,MANALAW,28.8,8.12,0.64,0.1,2.47,5.05,12,2022.9166666666667
2022,December,BAÑAGA,28.8,7.82,0.7,0.1,2.47,3.06,12,2022.9166666666667
2022,December,BUSO-BUSO,28.8,7.74,0.86,0.1,2.47,4.2,12,2022.9166666666667
2022,December,LEVISTE,29.0,8.05,0.66,0.1,2.47,6.07,12,2022.9166666666667
2022,December,SAMPALOC,28.9,7.8,0.72,0.1,2.47,4.99,12,2022.9166666666667
2022,December,QUILING,28.4,7.69,0.68,0.1,2.47,5.81,12,2022.9166666666667
2023,January,SAMPALOC,26.8,5.23,0.55,0.1,2.47,2.04,1,2023.0
2023,January,QUILING,26.8,5.15,0.53,0.1,2.47,1.98,1,2023.0
2023,January,LEVISTE,27.1,5.23,0.55,0.1,2.47,2.75,1,2023.0
2023,January,TANAUAN,26.6,5.26,0.52,0.1,2.47,2.24,1,2023.0
2023,January,MATAAS NA KAHOY,26.6,5.16,0.42,0.1,2.47,2.57,1,2023.0
2023,January,MANALAW,27.0,5.23,0.45,0.1,2.47,3.91,1,2023.0
2023,January,BAÑAGA,26.8,5.18,0.5,0.1,2.47,2.84,1,2023.0
2023,January,BUSO-BUSO,26.8,5.21,0.51,0.1,2.47,2.73,1,2023.0
2023,February,TANAUAN,31.5,5.43,0.43,0.1,2.47,6.99,2,2023.0833333333333
2023,February,NANGKAAN,31.3,5.39,0.43,0.1,2.47,5.52,2,2023.0833333333333
2023,February,MANALAW,32.0,5.48,0.49,0.1,2.47,6.83,2,2023.0833333333333
2023,February,BAÑAGA,32.0,5.38,0.51,0.1,2.47,5.0,2,2023.0833333333333
2023,February,BUSO-BUSO,31.9,5.45,0.9199999999999999,0.1,2.47,5.3,2,2023.0833333333333
2023,February,LEVISTE,32.2,5.51,0.46,0.1,2.47,7.33,2,2023.0833333333333
2023,February,SAMPALOC,32.2,5.46,0.45,0.1,2.47,6.71,2,2023.0833333333333
2023,February,QUILING,31.8,5.4,0.46,0.1,2.47,5.78,2,2023.0833333333333
2023,March,TANAUAN,26.3,5.54,0.55,0.1,2.47,6.72,3,2023.1666666666667
2023,March,NANGKAAN,26.5,5.5,0.53,0.1,2.47,6.19,3,2023.1666666666667
2023,March,MANALAW,26.8,5.5,0.5,0.1,2.47,5.86,3,2023.1666666666667
2023,March,BAÑAGA,27.1,5.46,0.59,0.1,2.47,4.74,3,2023.1666666666667
2023,March,BUSO-BUSO,27.0,5.47,0.58,0.1,2.47,5.67,3,2023.1666666666667
2023,March,LEVISTE,26.9,5.5,0.57,0.1,2.47,5.63,3,2023.1666666666667
2023,March,SAMPALOC,26.8,5.43,0.53,0.1,2.47,5.18,3,2023.1666666666667
2023,March,QUILING,26.5,5.46,0.48,0.1,2.47,5.74,3,2023.1666666666667
2023,April,TANAUAN,28.8,5.59,0.5,0.1,2.47,8.8,4,2023.25
2023,April,NANGKAAN,28.8,5.62,0.52,0.1,2.47,8.33,4,2023.25
2023,April,MANALAW,29.9,5.53,0.5,0.1,2.47,7.42,4,2023.25
2023,April,BAÑAGA,29.8,5.5,0.53,0.1,2.47,4.42,4,2023.25
2023,April,BUSO-BUSO,30.0,5.55,0.53,0.1,2.47,6.3,4,2023.25
2023,April,LEVISTE,30.5,5.59,0.48,0.1,2.47,7.11,4,2023.25
2023,April,SAMPALOC,30.6,5.59,0.52,0.1,2.47,6.75,4,2023.25
2023,April,QUILING,30.2,5.7,0.51,0.1,2.47,8.99,4,2023.25
2023,May,TANAUAN,30.2,5.6,0.59,0.1,2.47,8.63,5,2023.3333333333333
2023,May,NANGKAAN,29.9,5.55,0.82,0.1,2.47,6.36,5,2023.3333333333333
2023,May,MANALAW,31.1,5.54,0.61,0.1,2.47,6.79,5,2023.3333333333333
2023,May,BAÑAGA,31.1,5.41,0.64,0.1,2.47,4.18,5,2023.3333333333333
2023,May,BUSO-BUSO,30.8,5.48,0.67,0.1,2.47,5.39,5,2023.3333333333333
2023,May,LEVISTE,31.6,5.52,0.62,0.1,2.47,5.77,5,2023.3333333333333
2023,May,SAMPALOC,30.2,5.87,0.6,0.1,2.47,5.14,5,2023.3333333333333
2023,May,QUILING,31.0,5.6,0.6,0.1,2.47,2.24,5,2023.3333333333333
2023,June,TANAUAN,31.2,5.68,0.58,0.1,2.47,2.96,6,2023.4166666666667
2023,June,NANGKAAN,31.1,5.62,0.61,0.1,2.47,2.89,6,2023.4166666666667
2023,June,MANALAW,31.0,5.51,0.64,0.1,2.47,1.78,6,2023.4166666666667
2023,June,BAÑAGA,31.6,5.43,0.39,0.1,2.47,1.71,6,2023.4166666666667
2023,June,BUSO-BUSO,31.5,5.55,0.4,0.1,2.47,1.4,6,2023.4166666666667
2023,June,LEVISTE,31.9,5.64,0.39,0.1,2.47,2.26,6,2023.4166666666667
2023,June,SAMPALOC,30.8,5.6,0.07,0.1,2.47,1.97,6,2023.4166666666667
2023,June,QUILING,31.1,5.67,0.9199999999999999,0.1,2.47,2.98,6,2023.4166666666667
2023,July,NANGKAAN,31.5,5.78,0.06,0.1,2.47,3.05,7,2023.5
2023,July,MANALAW,32.5,5.71,0.07,0.1,2.47,2.25,7,2023.5
2023,July,BAÑAGA,32.5,5.6,0.18,0.1,2.47,1.06,7,2023.5
2023,July,BUSO-BUSO,32.2,5.59,0.17,0.1,2.47,1.24,7,2023.5
2023,July,TANAUAN,30.3,5.62,0.11,0.1,2.47,2.38,7,2023.5
2023,July,LEVISTE,30.8,5.42,0.27,0.1,2.47,1.01,7,2023.5
2023,July,SAMPALOC,31.1,5.54,0.12,0.1,2.47,1.96,7,2023.5
2023,July,QUILING,31.3,5.59,0.13,0.1,2.47,2.57,7,2023.5
2023,August,TANAUAN,30.6,5.75,0.14,0.1,2.47,2.77,8,2023.5833333333333
2023,August,NANGKAAN,30.1,5.4,0.13,0.1,2.47,2.67,8,2023.5833333333333
2023,August,MANALAW,29.9,5.54,0.14,0.1,2.47,1.44,8,2023.5833333333333
2023,August,BAÑAGA,30.3,5.62,0.14,0.1,2.47,1.64,8,2023.5833333333333
2023,August,BUSO-BUSO,30.8,5.76,0.13,0.1,2.47,2.06,8,2023.5833333333333
2023,August,LEVISTE,30.4,5.68,0.13,0.1,2.47,2.03,8,2023.5833333333333
2023,August,SAMPALOC,30.9,5.74,0.1,0.1,2.47,2.52,8,2023.5833333333333
2023,August,QUILING,31.6,5.75,0.11,0.1,2.47,2.61,8,2023.5833333333333
2023,September,TANAUAN,29.8,5.72,0.13,0.1,2.47,3.07,9,2023.6666666666667
2023,September,NANGKAAN,30.2,5.7,0.12,0.1,2.47,3.07,9,2023.6666666666667
2023,September,MANALAW,30.2,5.55,0.19,0.1,2.47,0.89,9,2023.6666666666667
2023,September,BAÑAGA,30.2,5.64,0.38,0.1,2.47,1.51,9,2023.6666666666667
2023,September,BUSO-BUSO,30.3,5.64,0.13,0.1,2.47,1.78,9,2023.6666666666667
2023,September,LEVISTE,30.7,5.59,0.15,0.1,2.47,1.37,9,2023.6666666666667
2023,September,SAMPALOC,31.0,5.67,0.13,0.1,2.47,2.16,9,2023.6666666666667
2023,September,QUILING,31.1,5.74,0.11,0.1,2.47,3.27,9,2023.6666666666667
2023,October,TANAUAN,28.2,5.57,0.13,0.1,2.47,2.13,10,2023.75
2023,October,NANGKAAN,28.0,5.57,0.13,0.1,2.47,2.08,10,2023.75
2023,October,MANALAW,29.0,5.49,0.22,0.1,2.47,1.8,10,2023.75
2023,October,BAÑAGA,28.9,5.43,0.21,0.1,2.47,1.14,10,2023.75
2023,October,BUSO-BUSO,29.0,5.4,0.21,0.1,2.47,1.16,10,2023.75
2023,October,LEVISTE,29.2,5.51,0.2,0.1,2.47,2.07,10,2023.75
2023,October,SAMPALOC,29.4,5.46,0.14,0.1,2.47,1.6,10,2023.75
2023,October,QUILING,29.0,5.54,0.16,0.1,2.47,2.45,10,2023.75
2023,November,TANAUAN,27.0,8.06,0.27,0.1,2.47,1.94,11,2023.8333333333333
2023,November,LEVISTE,27.2,8.18,0.35,0.1,2.47,1.69,11,2023.8333333333333
2023,November,SAMPALOC,27.2,8.01,0.42,0.1,2.47,1.65,11,2023.8333333333333
2023,November,QUILING,27.0,8.21,0.31,0.1,2.47,1.6,11,2023.8333333333333
2023,November,MANALAW,27.0,7.99,0.64,0.1,2.47,1.76,11,2023.8333333333333
2023,November,BAÑAGA,27.0,8.35,0.33,0.1,2.47,1.57,11,2023.8333333333333
2023,November,BUSO-BUSO,27.0,8.15,0.35,0.1,2.47,1.36,11,2023.8333333333333
2023,November,MATAAS NA KAHOY,27.0,8.25,0.28,0.1,2.47,1.83,11,2023.8333333333333
2023,December,MANALAW,27.8,8.24,0.32,0.1,2.47,2.05,12,2023.9166666666667
2023,December,BAÑAGA,27.4,7.96,0.34,0.1,2.47,1.1,12,2023.9166666666667
2023,December,BUSO-BUSO,27.3,7.88,0.49,0.1,2.47,1.65,12,2023.9166666666667
2023,December,MATAAS NA KAHOY,27.1,8.37,0.23,0.1,2.47,2.08,12,2023.9166666666667
2023,December,TANAUAN,27.0,8.24,0.25,0.1,2.47,2.2,12,2023.9166666666667
2023,December,LEVISTE,28.0,8.01,0.31,0.1,2.47,1.89,12,2023.9166666666667
2023,December,SAMPALOC,27.1,8.03,0.29,0.1,2.47,1.47,12,2023.9166666666667
2023,December,QUILING,26.3,8.16,0.24,0.1,2.47,1.7,12,2023.9166666666667
